model,instruction,expected,predicted,em
qwen-base-1.5b,20 kids in preschool are ready for a nap.  1/2 of the kids fall asleep within the first 5 minutes.  Then half of the kids remaining fall asleep within another 5 minutes.  How many kids are still awake?,5,,0
qwen-base-1.5b,"Angelo and Melanie want to plan how many hours over the next week they should study together for their test next week. They have 2 chapters of their textbook to study and 4 worksheets to memorize. They figure out that they should dedicate 3 hours to each chapter of their textbook and 1.5 hours for each worksheet. If they plan to study no more than 4 hours each day, how many days should they plan to study total over the next week if they take a 10-minute break every hour, include 3 10-minute snack breaks each day, and 30 minutes for lunch each day?",4,,0
qwen-base-1.5b,"During the most recent voyage of the Starship Conundrum, the spacecraft traveled from Planet X to Planet Y in eight hours less than twice the number of hours in a typical earth day.  If the distance between these two planets is 4,000 parsecs, what was the average speed, in parsecs per hour, of the Starship Conundrum during this most recent voyage?",100,,0
qwen-base-1.5b,"At the feline sanctuary, there were 12 lions, 14 tigers, and several cougars.  If there were half as many cougars as lions and tigers combined, then what was the total number of big cats at the feline sanctuary?",39,,0
qwen-base-1.5b,"An ice cream vendor has 50 chocolate-flavored ice creams and 54 mango-flavored ice creams in his cart. If he sold 3/5 of the chocolate-flavored ice creams and 2/3 of the mango-flavored ice creams, how many total ice creams were not sold?",38,,0
qwen-base-1.5b,"John climbs up 3 flights of stairs.  Each flight is 10 feet.  He then climbs a rope that is half that height.  Finally, he climbs a ladder that is 10 feet longer than the rope.  How high up did he go?",70,,0
qwen-base-1.5b,"Jeannie hikes the 12 miles to Mount Overlook at a pace of 4 miles per hour, and then returns at a pace of 6 miles per hour. How long did her hike take, in hours?",5,,0
qwen-base-1.5b,40 kids are running a race. 10% of them pass the finish line in less than 6 minutes. Three times that number finish in less than 8 minutes. 1/6 of the remaining kids take more than 14 minutes. How many kids take more than 14 minutes?,4,,0
qwen-base-1.5b,"Five hundred people attended the band concert. For that concert, the band gets 70% of the ticket price. If each ticket costs $30 and there are 4 members of the band, how much did each band member get from that concert?",2625,,0
qwen-base-1.5b,"As a child, Bobby was able to jump rope 30 times per minute. Now that he is an adult, he can jump 1 jump per second. How many more jumps than when he was a child is Bobby able to jump now that he is an adult?",30,,0
qwen-base-1.5b,John watches a TV show and they announce they are going to do 1 more season.  Each season is 22 episodes except for the last season which is 4 episodes longer.  There were 9 seasons before the announcement.  If each episode is .5 hours how long will it take to watch them all after the last season finishes?,112,,0
qwen-base-1.5b,"A beadshop earns a third of its profit on Monday, a quarter of its profit on Tuesday and the rest of its profit on Wednesday. The shop makes a total profit of $1,200. How much profit, in dollars, was made on Wednesday?",500,,0
qwen-base-1.5b,Mario has 3 hibiscus plants in his garden.  The first hibiscus plant has 2 flowers.  The second hibiscus plant has twice as many flowers as the first hibiscus plant.  The third hibiscus plant has four times as many flowers as the second hibiscus plant.  How many total blossoms does Mario have?,22,,0
qwen-base-1.5b,"A school bought pencils and pens. A pencil costs $2.50, while a pen costs $3.50. How much do 38 pencils and 56 pens cost?",291,,0
qwen-base-1.5b,"In a town where 60% of the citizens own a pet, half own a dog and 30 own a cat. How many citizens are in the town?",100,,0
qwen-base-1.5b,Emilia needs 42 cartons of berries to make a berry cobbler. She already has 2 cartons of strawberries and 7 cartons of blueberries in her cupboard. She decides to go to the supermarket to get more cartons. How many more cartons of berries should Emilia buy?,33,,0
qwen-base-1.5b,198 passengers fit into 9 buses. How many passengers fit in 5 buses?,110,,0
qwen-base-1.5b,"Annie does a survey of the sixth-grade classes to see who prefers pretzels to goldfish. In Miss Johnson's class, 1/6 of the students preferred goldfish. In Mr. Feldstein's class, 2/3rds of the students preferred goldfish. In Ms. Henderson's class, 1/5 of the students prefer goldfish. If each class has 30 students, how many people total prefer goldfish?",31,,0
qwen-base-1.5b,"The price of electricity went up by 25%.  John's old computer used 800 watts and his new computer uses 50% more.  If the old price of electricity was 12 cents per kilowatt-hour, how much does his computer cost, in dollars, to run for 50 hours?",9,,0
qwen-base-1.5b,"There are four times as many boys at Lulu's party as girls. Each boy paid twice the money that each girl paid to attend the party. If there are 40 boys at the party and each boy paid $50 to attend the party, calculate the total amount of money collected at the party.",2250,,0
qwen-base-1.5b,"Maggie went to Lou's aquarium and saw 100 goldfish in the aquarium. She asked if she could take some home to care for, and she was allowed to catch half of them. While using a catching net, she caught 3/5 of the total number of goldfish she was allowed to take home. How many goldfish does Maggie remain with to catch to get the total number she was allowed to take home?",20,,0
qwen-base-1.5b,"In a stationery store, there are three kinds of pencils. A pencil with an eraser, which costs $0.8 each, a regular pencil for $0.5 each, and a short pencil for $0.4 each. This store was able to sell 200 pencils with an eraser, 40 regular pencils, and 35 short pencils. How much money did the store make from these sales?",194,,0
qwen-base-1.5b,There are 500 students in a local high school.  40 percent are juniors.  70 percent of juniors are involved in sports.  How many juniors are involved in sports?,140,,0
qwen-base-1.5b,"For breakfast, Anna bought a bagel for $0.95 and a glass of orange juice for $0.85. At lunch, Anna spent $4.65 on a sandwich and $1.15 on a carton of milk. How much more money did Anna spend on lunch than on breakfast?",4,,0
qwen-base-1.5b,John buys 3 dress shirts.  They sell for $20 each.  He also has to pay 10% tax on everything.  How much did he pay in total?,66,,0
qwen-base-1.5b,"Emily has 7 times as many oranges as Sandra. Sandra has 3 times as many oranges as Betty. If Betty has 12 oranges, how many oranges does Emily have?",252,,0
qwen-base-1.5b,"Unrest leads to 30 days of protest in 21 different cities.  In each city, there are 10 arrests per day.  The average person spends 4 days in jail before trial and then spends half of a 2-week sentence.  How many combined weeks of jail time are there?",9900,,0
qwen-base-1.5b,"Lolita has 54000 strawberry seeds. In each planting zone, 3123 seeds will be used. If she will accumulate 7 planting zones, how many strawberry seeds will remain?",32139,,0
qwen-base-1.5b,"From his apartment, Kona drives 9 miles to the bakery.  From there, he drives 24 miles to his grandmother’s house.  From her house, he drives 27 miles straight to his apartment.  How many additional miles did Kona drive round trip to the bakery stop, compared to a round trip without the bakery stop?",6,,0
qwen-base-1.5b,"Arnold's collagen powder has 18 grams of protein for every 2 scoops.  His protein powder has 21 grams of protein per scoop.  And his steak has 56 grams of protein.   If he has 1 scoop of collagen powder, 1 scoop of protein powder and his steak, how many grams of protein will he consume?",86,,0
qwen-base-1.5b,"Bea's mom planted 50 Mahogany and 30 Narra trees on their farm. Due to a typhoon, a total of 5 trees fell. One more Mahogany tree fell than the number of Narra trees that fell. A month after the typhoon, Bea's mom planted twice as much as the number of the Narra and thrice the number of Mahogany trees that fell. How many trees are now on the farm?",88,,0
qwen-base-1.5b,"There are 32 students in a statistics course.  25 percent of the class received an A.  1/4 of the remaining students got either a B or C, and the rest of the students failed.  How many students failed?",18,,0
qwen-base-1.5b,"After eating half of the number of fruits he had, Martin remained with twice as many oranges as limes. If he has 50 oranges now, how many fruits did he initially have?",150,,0
qwen-base-1.5b,"A group of 6 students organized a fundraiser to go to Nicaragua for the summer. For them to go on the trip, each of them needs at least $450. On top of that, they need $3000 for their miscellaneous collective expenses. On the first day of their fundraiser, they receive $600. On the second day, they receive $900, and on the third day, they receive $400. For the next 4 days, they receive only half of what they raised on the first 3 days. How much more money does each person need to raise for them to reach their goal?",475,,0
